代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
002465,海格通信,11.17,-0.36%,-0.04,34.35万,3.85亿,2.23%,11.34,11.09,11.22,11.21,0.74,1.52%,58.38,2.67
600761,安徽合力,13.93,-0.36%,-0.05,4.72万,6588.33万,2.29%,14.13,13.81,13.85,13.98,0.76,0.64%,13.14,1.95
601816,京沪高铁,5.57,-0.36%,-0.02,35.04万,1.95亿,0.89%,5.59,5.54,5.56,5.59,0.65,1.09%,110.98,1.50
603095,越剑智能,22.18,-0.36%,-0.08,5678,1249.68万,3.55%,22.40,21.61,22.26,22.26,1.01,1.72%,25.40,1.53
601326,秦港股份,2.77,-0.36%,-0.01,9.27万,2551.43万,2.88%,2.80,2.72,2.79,2.78,0.59,0.19%,12.01,1.02
688199,久日新材,44.14,-0.36%,-0.16,9305,4078.88万,3.61%,44.70,43.10,43.82,44.30,0.66,1.19%,32.27,1.84
688018,乐鑫科技,137.38,-0.36%,-0.50,5835,8001.12万,4.45%,139.70,133.56,137.71,137.88,0.76,1.32%,102.02,6.77
002864,盘龙药业,24.68,-0.36%,-0.09,7106,1744.58万,2.50%,24.87,24.25,24.78,24.77,0.84,1.29%,24.30,3.02
600989,宝丰能源,13.60,-0.37%,-0.05,52.79万,7.18亿,3.96%,13.89,13.35,13.79,13.65,0.89,2.65%,23.73,4.09
002173,创新医疗,5.42,-0.37%,-0.02,1.70万,914.46万,4.60%,5.52,5.27,5.36,5.44,0.61,0.46%,-37.38,1.02
002128,露天煤业,10.84,-0.37%,-0.04,26.66万,2.89亿,2.85%,11.02,10.71,10.90,10.88,0.79,1.51%,7.59,1.18
603968,醋化股份,16.25,-0.37%,-0.06,9372,1528.73万,2.27%,16.49,16.12,16.30,16.31,0.63,0.46%,12.81,2.00
300878,维康药业,48.49,-0.37%,-0.18,8530,4112.01万,5.57%,49.40,46.69,48.40,48.67,0.92,4.47%,32.76,2.92
300736,百邦科技,8.05,-0.37%,-0.03,2.85万,2305.41万,6.56%,8.38,7.85,8.17,8.08,1.04,3.52%,-29.61,4.27
300195,长荣股份,5.33,-0.37%,-0.02,11.99万,6387.51万,7.29%,5.49,5.10,5.30,5.35,1.08,4.09%,44.31,0.81
300809,华辰装备,15.94,-0.38%,-0.06,2.66万,4271.60万,5.88%,16.45,15.51,16.05,16.00,0.97,5.67%,369.27,1.84
600993,马应龙,23.85,-0.38%,-0.09,14.95万,3.53亿,4.18%,24.16,23.16,23.95,23.94,0.89,3.47%,23.40,3.72
000996,中国中期,7.88,-0.38%,-0.03,5.84万,4606.17万,4.17%,8.05,7.72,7.95,7.91,0.64,1.69%,284.36,5.67
002357,富临运业,5.24,-0.38%,-0.02,2.27万,1184.65万,3.80%,5.33,5.13,5.26,5.26,1.28,0.72%,18.27,1.32
000838,财信发展,2.62,-0.38%,-0.01,2.94万,766.06万,3.80%,2.66,2.56,2.61,2.63,0.83,0.35%,40.22,1.51
603139,康惠制药,15.69,-0.38%,-0.06,3968,622.30万,4.25%,15.98,15.31,15.70,15.75,0.77,0.40%,39.77,1.57
600530,*ST交昂,2.61,-0.38%,-0.01,4.06万,1051.87万,2.67%,2.63,2.56,2.62,2.62,0.68,0.52%,27.98,2.57
000785,居然之家,7.75,-0.39%,-0.03,1.52万,1173.97万,1.93%,7.80,7.65,7.67,7.78,0.54,0.61%,41.49,2.67
600317,营口港,2.57,-0.39%,-0.01,15.43万,3956.72万,2.33%,2.61,2.55,2.61,2.58,0.59,0.24%,13.55,1.28
300575,中旗股份,35.90,-0.39%,-0.14,1.79万,6420.73万,4.63%,36.67,35.00,36.13,36.04,0.63,2.19%,24.66,3.53
603616,韩建河山,5.12,-0.39%,-0.02,4.10万,2045.08万,10.51%,5.30,4.76,5.01,5.14,1.66,1.40%,-21.17,2.26
000610,西安旅游,7.67,-0.39%,-0.03,3.67万,2778.96万,3.77%,7.69,7.40,7.65,7.70,0.66,1.56%,15.45,1.93
603289,泰瑞机器,7.63,-0.39%,-0.03,1.19万,898.18万,3.92%,7.70,7.40,7.66,7.66,1.00,0.45%,22.59,1.96
603078,江化微,32.96,-0.39%,-0.13,1.32万,4353.39万,3.26%,33.30,32.22,32.80,33.09,0.76,0.93%,87.36,4.51
002090,金智科技,7.58,-0.39%,-0.03,2.57万,1913.62万,5.26%,7.65,7.25,7.59,7.61,0.65,0.64%,76.89,2.34
601211,国泰君安,17.68,-0.39%,-0.07,50.11万,8.88亿,2.08%,17.95,17.58,17.78,17.75,0.94,0.67%,13.20,1.27
002091,江苏国泰,7.54,-0.40%,-0.03,36.16万,2.67亿,5.28%,7.64,7.24,7.62,7.57,0.85,2.39%,14.90,1.33
002660,茂硕电源,7.53,-0.40%,-0.03,4.08万,3048.77万,5.56%,7.67,7.25,7.55,7.56,0.75,1.97%,30.06,3.02
000886,海南高速,5.02,-0.40%,-0.02,10.27万,5144.53万,3.77%,5.10,4.91,5.00,5.04,0.61,1.06%,44.10,1.76
000597,东北制药,5.01,-0.40%,-0.02,3.47万,1732.71万,2.39%,5.04,4.92,5.03,5.03,0.64,0.28%,6251.10,1.71
601975,招商南油,2.50,-0.40%,-0.01,46.08万,1.15亿,2.39%,2.53,2.47,2.50,2.51,0.84,1.29%,6.71,2.13
002038,双鹭药业,9.99,-0.40%,-0.04,6.59万,6544.75万,3.19%,10.07,9.75,10.01,10.03,0.87,0.77%,25.38,2.09
300476,胜宏科技,24.83,-0.40%,-0.10,13.91万,3.48亿,3.85%,25.49,24.53,24.86,24.93,0.79,1.82%,34.14,5.36
603518,锦泓集团,4.91,-0.41%,-0.02,1.30万,634.67万,2.84%,4.95,4.81,4.92,4.93,0.82,0.52%,-1.01,0.78
002307,北新路桥,4.90,-0.41%,-0.02,4.63万,2280.33万,2.24%,4.97,4.86,4.96,4.92,0.52,0.52%,103.62,1.81
000524,岭南控股,7.35,-0.41%,-0.03,3.19万,2316.61万,4.07%,7.43,7.13,7.38,7.38,0.62,0.48%,-24.72,2.01
000686,东北证券,9.74,-0.41%,-0.04,27.94万,2.72亿,1.94%,9.82,9.63,9.77,9.78,0.62,1.19%,17.58,1.40
300272,开能健康,4.86,-0.41%,-0.02,3.53万,1727.78万,3.89%,4.98,4.79,4.88,4.88,0.50,0.87%,29.87,2.30
600423,ST柳化,2.40,-0.41%,-0.01,6658,159.71万,3.73%,2.45,2.36,2.36,2.41,0.65,0.08%,-900.91,5.07
603856,东宏股份,11.95,-0.42%,-0.05,3.18万,3791.15万,3.83%,12.12,11.66,11.99,12.00,0.57,1.24%,10.95,1.65
000005,世纪星源,2.37,-0.42%,-0.01,6.59万,1551.19万,2.52%,2.38,2.32,2.36,2.38,0.70,0.62%,-68.24,1.55
002523,天桥起重,2.36,-0.42%,-0.01,5.35万,1255.12万,3.38%,2.39,2.31,2.37,2.37,0.79,0.38%,66.85,1.59
603080,新疆火炬,11.79,-0.42%,-0.05,2.05万,2418.00万,3.38%,11.98,11.58,11.80,11.84,0.74,1.45%,39.87,1.44
601838,成都银行,9.41,-0.42%,-0.04,32.78万,3.09亿,2.65%,9.55,9.30,9.40,9.45,0.48,1.73%,6.07,0.89
688599,天合光能,23.50,-0.42%,-0.10,36.33万,8.75亿,8.26%,25.20,23.25,24.66,23.60,1.19,12.07%,43.83,3.31
002440,闰土股份,9.36,-0.43%,-0.04,7.20万,6702.30万,2.55%,9.41,9.17,9.35,9.40,0.83,0.76%,14.51,1.21
688156,路德环境,18.65,-0.43%,-0.08,5590,1038.34万,2.67%,18.75,18.25,18.70,18.73,0.70,2.68%,57.49,2.51
002116,中国海诚,6.98,-0.43%,-0.03,1.59万,1093.23万,10.56%,7.05,6.31,7.01,7.01,1.02,0.38%,122.06,2.12
002205,国统股份,6.94,-0.43%,-0.03,2.08万,1436.32万,3.73%,7.02,6.76,6.97,6.97,1.28,1.12%,-32.36,1.58
300478,杭州高新,9.22,-0.43%,-0.04,4.10万,3840.80万,11.77%,10.19,9.10,10.19,9.26,0.95,3.38%,-26.41,5.24
600973,宝胜股份,4.60,-0.43%,-0.02,13.22万,6021.76万,2.81%,4.63,4.50,4.61,4.62,0.80,1.08%,22.78,1.39
603316,诚邦股份,6.85,-0.44%,-0.03,1.88万,1291.34万,3.34%,6.98,6.75,6.89,6.88,0.84,0.93%,35.78,1.57
600449,宁夏建材,13.65,-0.44%,-0.06,5.68万,7791.59万,1.75%,13.85,13.61,13.65,13.71,0.77,1.19%,5.96,1.06
603058,永吉股份,6.81,-0.44%,-0.03,2.26万,1528.20万,3.80%,6.91,6.65,6.80,6.84,1.18,0.54%,19.63,2.58
600239,云南城投,2.27,-0.44%,-0.01,14.95万,3374.64万,3.51%,2.29,2.21,2.27,2.28,0.83,0.93%,-2.63,3.14
000895,双汇发展,51.80,-0.44%,-0.23,24.29万,12.65亿,5.54%,53.56,50.68,52.00,52.03,0.83,1.81%,27.26,7.28
603306,华懋科技,22.51,-0.44%,-0.10,3.52万,7887.72万,4.11%,22.95,22.02,22.67,22.61,0.47,1.15%,37.81,2.88
002447,*ST晨鑫,2.25,-0.44%,-0.01,22.06万,4940.21万,1.77%,2.26,2.22,2.25,2.26,0.71,1.63%,6418.14,8.69
300631,久吾高科,15.73,-0.44%,-0.07,1.97万,3086.82万,5.82%,16.10,15.18,15.74,15.80,1.14,1.85%,38.85,2.42
600583,海油工程,4.49,-0.44%,-0.02,19.26万,8648.01万,2.00%,4.54,4.45,4.49,4.51,0.71,0.44%,187.03,0.88
603298,杭叉集团,20.17,-0.44%,-0.09,12.45万,2.46亿,6.07%,20.37,19.14,20.12,20.26,1.55,1.44%,20.92,3.72
000892,欢瑞世纪,2.21,-0.45%,-0.01,10.68万,2357.77万,8.11%,2.29,2.11,2.19,2.22,1.10,1.98%,-10.96,0.87
600999,招商证券,24.18,-0.45%,-0.11,76.07万,18.68亿,6.30%,25.49,23.96,24.55,24.29,0.81,1.02%,21.69,2.29
300475,聚隆科技,8.75,-0.46%,-0.04,2.39万,2101.47万,6.94%,9.13,8.52,8.78,8.79,1.08,0.88%,65.74,2.80
000722,湖南发展,6.52,-0.46%,-0.03,5.86万,3771.91万,4.58%,6.57,6.27,6.50,6.55,0.54,1.26%,24.88,1.00
000055,方大集团,4.34,-0.46%,-0.02,5.24万,2245.36万,3.67%,4.34,4.18,4.34,4.36,0.95,0.77%,16.43,0.91
300408,三环集团,36.70,-0.46%,-0.17,36.15万,13.43亿,4.69%,38.10,36.37,37.00,36.87,1.21,2.18%,49.91,6.42
688096,京源环保,17.17,-0.46%,-0.08,3620,623.43万,5.45%,17.64,16.70,17.29,17.25,0.71,1.42%,37.99,2.46
603169,兰石重装,4.25,-0.47%,-0.02,6.83万,2904.07万,3.04%,4.32,4.19,4.22,4.27,0.37,0.65%,-47.11,2.54
600599,*ST熊猫,4.24,-0.47%,-0.02,2.04万,861.76万,3.29%,4.29,4.15,4.28,4.26,0.60,1.23%,19.84,1.16
603557,起步股份,8.41,-0.47%,-0.04,10.03万,8380.07万,5.56%,8.57,8.10,8.50,8.45,0.70,2.03%,34.57,2.60
300261,雅本化学,6.30,-0.47%,-0.03,14.45万,9086.81万,3.79%,6.43,6.19,6.34,6.33,0.50,1.55%,37.15,3.01
002443,金洲管道,6.21,-0.48%,-0.03,5.56万,3436.44万,2.40%,6.25,6.10,6.22,6.24,1.11,1.07%,5.16,1.17
603221,爱丽家居,12.40,-0.48%,-0.06,2.39万,2971.50万,4.74%,12.74,12.15,12.39,12.46,2.28,3.98%,36.08,2.07
300650,太龙照明,16.50,-0.48%,-0.08,1.13万,1857.30万,4.40%,16.76,16.03,16.58,16.58,0.59,2.09%,282.06,3.42
688208,道通科技,57.64,-0.48%,-0.28,1.77万,1.05亿,7.94%,62.24,57.64,59.10,57.92,0.87,3.68%,60.96,10.77
000739,普洛药业,22.62,-0.48%,-0.11,9.77万,2.22亿,2.73%,23.08,22.46,22.61,22.73,0.76,0.83%,31.73,6.34
002833,弘亚数控,37.00,-0.48%,-0.18,3.74万,1.35亿,5.43%,37.25,35.23,36.69,37.18,1.03,3.04%,24.39,4.91
300743,天地数码,14.36,-0.49%,-0.07,1.44万,2077.02万,4.99%,14.74,14.02,14.42,14.43,0.95,2.64%,72.00,3.62
300679,电连技术,32.70,-0.49%,-0.16,2.68万,8834.24万,3.47%,33.61,32.47,32.84,32.86,1.13,1.31%,36.24,2.63
601860,紫金银行,4.07,-0.49%,-0.02,36.14万,1.47亿,1.47%,4.10,4.04,4.05,4.09,0.47,2.08%,9.64,1.05
300833,浩洋股份,42.64,-0.49%,-0.21,4826,2031.86万,5.67%,43.50,41.07,42.53,42.85,1.11,2.29%,40.40,2.07
688228,开普云,44.53,-0.49%,-0.22,2728,1219.25万,3.75%,45.43,43.75,44.36,44.75,0.91,1.80%,99.18,2.64
688165,埃夫特-U,12.10,-0.49%,-0.06,2.34万,2815.95万,5.02%,12.34,11.73,12.18,12.16,0.84,1.99%,-58.11,2.89
600557,康缘药业,10.07,-0.49%,-0.05,3.15万,3173.94万,3.06%,10.23,9.92,10.07,10.12,0.71,0.53%,23.83,1.46
000953,*ST河化,4.02,-0.50%,-0.02,8668,348.81万,2.72%,4.09,3.98,4.03,4.04,0.49,0.29%,23.69,8.08
002347,泰尔股份,4.01,-0.50%,-0.02,4.34万,1734.76万,4.47%,4.09,3.91,4.04,4.03,0.82,1.37%,126.60,1.60
600678,四川金顶,6.00,-0.50%,-0.03,5.70万,3433.54万,1.99%,6.08,5.96,5.97,6.03,0.61,1.63%,43.43,13.34
002336,ST人乐,4.00,-0.50%,-0.02,5758,228.04万,3.48%,4.01,3.87,3.98,4.02,0.63,0.15%,-4.48,1.55
000669,*ST金鸿,1.99,-0.50%,-0.01,6.52万,1294.54万,5.50%,2.04,1.93,2.00,2.00,0.74,0.96%,4.03,0.91
603378,亚士创能,39.77,-0.50%,-0.20,2.09万,8305.40万,4.20%,40.68,39.00,40.50,39.97,1.21,1.08%,25.98,4.18
000951,中国重汽,33.76,-0.50%,-0.17,9.98万,3.34亿,3.45%,34.02,32.85,33.93,33.93,1.06,1.49%,12.96,2.86
002048,宁波华翔,15.85,-0.50%,-0.08,5.73万,9026.12万,2.45%,15.94,15.55,15.85,15.93,0.45,1.03%,12.24,0.99
002014,永新股份,9.87,-0.50%,-0.05,1.25万,1226.13万,2.12%,9.95,9.74,9.90,9.92,0.68,0.25%,17.59,2.69
000637,茂化实华,3.94,-0.51%,-0.02,3.29万,1288.70万,4.80%,4.00,3.81,3.90,3.96,1.07,0.90%,85.93,2.26
601818,光大银行,3.92,-0.51%,-0.02,140.52万,5.51亿,2.28%,3.97,3.88,3.94,3.94,0.81,0.34%,5.37,0.64
688596,正帆科技,17.63,-0.51%,-0.09,1.97万,3498.25万,3.10%,17.97,17.42,17.69,17.72,0.91,3.63%,73.44,2.78
000528,柳 工,7.83,-0.51%,-0.04,31.26万,2.43亿,2.54%,7.88,7.68,7.82,7.87,0.99,2.14%,8.71,1.04
002930,宏川智慧,19.35,-0.51%,-0.10,3.53万,6830.86万,2.47%,19.63,19.15,19.29,19.45,0.66,1.97%,39.91,4.47
002028,思源电气,19.32,-0.51%,-0.10,12.21万,2.36亿,3.86%,19.69,18.94,19.49,19.42,0.65,2.07%,13.28,2.53
300403,汉宇集团,5.78,-0.52%,-0.03,12.72万,7344.38万,5.16%,5.91,5.61,5.72,5.81,0.75,3.34%,18.71,2.44
603203,快克股份,26.86,-0.52%,-0.14,8548,2290.54万,4.48%,27.30,26.09,26.75,27.00,0.75,0.55%,24.34,3.87
600894,广日股份,7.66,-0.52%,-0.04,7.43万,5701.33万,3.25%,7.81,7.56,7.66,7.70,0.98,0.86%,9.35,0.83
002824,和胜股份,17.21,-0.52%,-0.09,16.97万,3.04亿,9.60%,18.79,17.13,17.94,17.30,3.02,15.78%,85.41,3.91
688519,南亚新材,28.67,-0.52%,-0.15,1.89万,5354.08万,3.33%,28.82,27.86,28.82,28.82,0.97,3.88%,56.36,2.64
600418,江淮汽车,11.44,-0.52%,-0.06,98.46万,11.29亿,4.26%,11.74,11.25,11.48,11.50,0.73,5.20%,383.54,1.67
002483,润邦股份,5.72,-0.52%,-0.03,5.99万,3446.04万,3.13%,5.84,5.66,5.69,5.75,0.63,0.89%,27.92,1.40
000912,泸天化,3.79,-0.52%,-0.02,5.63万,2114.56万,3.94%,3.85,3.70,3.83,3.81,0.93,0.36%,25.01,1.14
688569,铁科轨道,20.81,-0.53%,-0.11,6479,1342.59万,2.92%,20.99,20.38,20.66,20.92,0.55,1.34%,33.03,2.04
000023,深天地Ａ,17.00,-0.53%,-0.09,5658,958.45万,2.46%,17.19,16.77,17.10,17.09,0.93,0.41%,-460.96,5.03
000619,海螺型材,5.65,-0.53%,-0.03,2.59万,1461.20万,3.70%,5.73,5.52,5.68,5.68,0.68,0.72%,35.90,0.81
000420,吉林化纤,1.88,-0.53%,-0.01,13.16万,2459.63万,2.12%,1.89,1.85,1.89,1.89,0.94,0.67%,-13.23,1.32
300685,艾德生物,74.99,-0.53%,-0.40,2.34万,1.75亿,2.79%,76.00,73.90,75.16,75.39,0.73,1.07%,98.91,15.73
002830,名雕股份,9.31,-0.53%,-0.05,2.34万,2128.58万,7.59%,9.45,8.74,9.34,9.36,1.59,3.51%,-262.54,2.00
300860,锋尚文化,126.20,-0.54%,-0.68,7585,9592.63万,6.31%,129.77,121.77,126.40,126.88,0.85,4.44%,33.46,2.93
603610,麒盛科技,24.12,-0.54%,-0.13,7887,1908.63万,3.22%,24.55,23.77,24.00,24.25,0.55,0.77%,19.72,1.74
002728,特一药业,11.12,-0.54%,-0.06,9226,1018.04万,2.86%,11.20,10.88,11.13,11.18,1.43,0.73%,58.99,2.24
002662,京威股份,3.69,-0.54%,-0.02,14.33万,5290.69万,2.96%,3.74,3.63,3.74,3.71,0.45,0.96%,19.41,1.69
002826,易明医药,9.19,-0.54%,-0.05,1.17万,1062.49万,4.87%,9.35,8.90,9.24,9.24,0.94,0.87%,77.33,2.65
000514,渝 开 发,3.65,-0.54%,-0.02,2.25万,821.12万,2.18%,3.67,3.59,3.65,3.67,0.86,0.27%,88.88,0.94
300895,铜牛信息,45.58,-0.55%,-0.25,1.82万,8338.51万,5.17%,46.88,44.51,45.40,45.83,0.81,7.90%,89.72,4.02
601800,中国交建,7.28,-0.55%,-0.04,24.97万,1.82亿,2.19%,7.39,7.23,7.30,7.32,0.57,0.21%,8.76,0.58
000042,中洲控股,9.08,-0.55%,-0.05,9090,822.50万,2.19%,9.18,8.98,9.04,9.13,0.48,0.14%,46.14,0.78
300281,金明精机,5.43,-0.55%,-0.03,8.71万,4756.01万,6.41%,5.62,5.27,5.54,5.46,1.34,2.19%,53.09,1.81
002961,瑞达期货,21.68,-0.55%,-0.12,2.27万,4885.03万,5.46%,21.99,20.80,21.47,21.80,1.14,2.09%,54.96,5.49
600939,重庆建工,3.61,-0.55%,-0.02,2.17万,778.12万,2.48%,3.64,3.55,3.62,3.63,0.88,0.12%,30.41,0.95
002169,智光电气,7.21,-0.55%,-0.04,9.82万,7059.79万,4.41%,7.34,7.02,7.25,7.25,0.62,1.29%,141.69,2.04
300852,四会富仕,82.86,-0.55%,-0.46,6305,5219.60万,5.56%,84.85,80.22,83.00,83.32,0.84,4.45%,39.72,5.54
603003,龙宇燃油,7.19,-0.55%,-0.04,2.77万,1969.53万,4.29%,7.23,6.92,7.22,7.23,0.63,0.66%,131.36,0.77
600067,冠城大通,3.59,-0.55%,-0.02,7.23万,2606.28万,1.94%,3.64,3.57,3.59,3.61,0.72,0.48%,10.39,0.66
300434,金石亚药,7.17,-0.55%,-0.04,1.69万,1221.21万,3.19%,7.36,7.13,7.21,7.21,1.16,0.51%,-22.70,1.10
002089,ST新海,1.79,-0.56%,-0.01,7.96万,1414.95万,3.33%,1.81,1.75,1.81,1.80,0.93,0.67%,-40.51,1.94
603579,荣泰健康,30.18,-0.56%,-0.17,5436,1653.20万,2.70%,30.82,30.00,30.55,30.35,0.64,0.39%,19.85,2.67
300739,明阳电路,17.71,-0.56%,-0.10,3.00万,5345.60万,5.90%,18.20,17.15,17.86,17.81,0.83,4.27%,33.79,3.60
300872,天阳科技,35.40,-0.56%,-0.20,2.80万,1.00亿,5.45%,36.54,34.60,35.64,35.60,0.87,5.25%,67.56,3.68
688089,嘉必优,37.00,-0.56%,-0.21,7428,2761.82万,3.60%,37.89,36.55,37.36,37.21,0.62,1.14%,30.24,3.42
600724,宁波富达,3.52,-0.56%,-0.02,2.52万,888.01万,1.69%,3.56,3.50,3.53,3.54,0.72,0.17%,14.76,1.82
002948,青岛银行,5.26,-0.57%,-0.03,42.99万,2.27亿,4.35%,5.40,5.17,5.24,5.29,0.46,7.10%,8.86,1.08
603506,南都物业,20.94,-0.57%,-0.12,1.61万,3366.13万,5.79%,21.55,20.33,20.64,21.06,0.84,4.81%,20.05,3.54
601336,新华保险,55.09,-0.58%,-0.32,14.31万,7.91亿,2.31%,55.88,54.60,55.41,55.41,0.58,0.69%,11.61,1.83
002248,华东数控,5.14,-0.58%,-0.03,4.59万,2354.62万,8.70%,5.36,4.91,5.17,5.17,1.71,1.55%,-15.98,27.95
300436,广生堂,35.80,-0.58%,-0.21,2.39万,8616.86万,3.05%,36.55,35.45,36.00,36.01,0.86,2.10%,250.38,8.66
603192,汇得科技,22.13,-0.58%,-0.13,4798,1054.79万,4.22%,22.53,21.59,22.10,22.26,1.50,1.80%,25.20,1.91
300845,捷安高科,28.86,-0.59%,-0.17,9894,2874.66万,5.82%,29.89,28.20,28.99,29.03,0.86,4.29%,79.09,3.67
600353,旭光电子,5.06,-0.59%,-0.03,3.57万,1790.37万,4.32%,5.11,4.89,5.04,5.09,0.87,0.66%,34.07,2.39
600448,华纺股份,3.37,-0.59%,-0.02,9.16万,3071.14万,3.54%,3.41,3.29,3.36,3.39,0.75,1.45%,79.73,1.41
002156,通富微电,26.91,-0.59%,-0.16,38.15万,10.34亿,3.62%,27.66,26.68,26.78,27.07,0.89,3.31%,102.45,3.74
603033,三维股份,23.44,-0.59%,-0.14,6607,1540.90万,3.44%,23.81,23.00,23.30,23.58,0.51,0.27%,63.26,3.44
600285,羚锐制药,8.37,-0.59%,-0.05,5.08万,4215.90万,2.61%,8.41,8.19,8.32,8.42,0.81,0.89%,13.22,2.09
300323,华灿光电,11.71,-0.59%,-0.07,12.27万,1.45亿,4.50%,12.06,11.53,11.86,11.78,0.58,1.47%,-103.19,2.35
603863,松炀资源,9.99,-0.60%,-0.06,2.73万,2740.81万,5.27%,10.35,9.82,10.05,10.05,1.01,2.51%,30.35,1.76
688093,世华科技,26.49,-0.60%,-0.16,1.36万,3631.39万,5.85%,27.27,25.71,26.70,26.65,0.70,3.49%,43.20,4.37
002544,杰赛科技,16.54,-0.60%,-0.10,12.92万,2.16亿,3.31%,16.96,16.41,16.49,16.64,0.76,2.28%,97.67,4.46
603236,移远通信,190.20,-0.60%,-1.15,1.72万,3.29亿,4.40%,196.41,188.00,189.82,191.35,1.31,2.42%,122.12,11.29
600790,轻纺城,3.30,-0.60%,-0.02,10.11万,3341.41万,1.81%,3.34,3.28,3.30,3.32,0.65,0.69%,12.60,0.85
300798,锦鸡股份,9.89,-0.60%,-0.06,5.47万,5509.79万,6.83%,10.38,9.70,9.99,9.95,1.21,2.39%,734.66,3.46
002370,亚太药业,3.28,-0.61%,-0.02,8.60万,2812.82万,7.88%,3.40,3.14,3.26,3.30,1.03,1.86%,-12.34,5.47
300862,蓝盾光电,39.09,-0.61%,-0.24,1.54万,6081.61万,5.01%,40.37,38.40,39.03,39.33,0.60,4.92%,74.50,3.01
603277,银都股份,11.39,-0.61%,-0.07,2.99万,3407.72万,5.67%,11.70,11.05,11.34,11.46,0.91,0.73%,14.73,2.14
600476,湘邮科技,9.67,-0.62%,-0.06,1.64万,1591.99万,5.96%,9.96,9.38,9.73,9.73,1.02,1.02%,-190.89,9.66
002939,长城证券,12.85,-0.62%,-0.08,22.24万,2.86亿,1.93%,13.00,12.75,12.84,12.93,0.79,1.34%,25.89,2.24
600461,洪城水业,6.42,-0.62%,-0.04,5.02万,3220.59万,2.32%,6.49,6.34,6.46,6.46,0.64,0.55%,8.76,1.21
300078,思创医惠,8.02,-0.62%,-0.05,14.53万,1.17亿,6.20%,8.27,7.77,8.01,8.07,1.59,1.74%,67.91,2.29
603697,有友食品,19.18,-0.62%,-0.12,5.10万,9691.35万,3.52%,19.33,18.65,19.06,19.30,0.72,5.67%,23.82,3.39
300353,东土科技,7.95,-0.63%,-0.05,9.54万,7621.97万,5.88%,8.19,7.72,8.02,8.00,1.10,2.50%,-41.48,2.45
002849,威星智能,11.08,-0.63%,-0.07,1.32万,1466.12万,4.30%,11.29,10.81,11.15,11.15,1.04,1.36%,18.18,1.99
002490,山东墨龙,3.16,-0.63%,-0.02,3.44万,1078.51万,5.35%,3.22,3.05,3.17,3.18,0.90,0.63%,-7.69,1.68
600493,凤竹纺织,4.73,-0.63%,-0.03,2.21万,1033.70万,5.25%,4.80,4.55,4.75,4.76,0.87,0.81%,57.72,1.71
600568,*ST中珠,1.57,-0.63%,-0.01,11.99万,1881.66万,3.16%,1.60,1.55,1.57,1.58,0.74,0.77%,-50.95,0.86
000761,本钢板材,3.14,-0.63%,-0.02,4.08万,1279.32万,1.27%,3.16,3.12,3.16,3.16,1.14,0.12%,32.19,0.61
000902,新洋丰,17.24,-0.63%,-0.11,10.53万,1.82亿,4.50%,17.60,16.82,17.15,17.35,0.99,0.89%,21.20,3.32
300791,仙乐健康,93.99,-0.63%,-0.60,6631,6210.99万,3.24%,95.27,92.21,93.60,94.59,0.79,1.97%,45.47,5.34
002556,辉隆股份,7.79,-0.64%,-0.05,6.34万,4928.05万,2.04%,7.86,7.70,7.85,7.84,0.51,0.81%,23.90,2.47
002551,尚荣医疗,6.23,-0.64%,-0.04,12.06万,7458.96万,4.47%,6.33,6.05,6.20,6.27,0.79,2.15%,29.94,1.73
300595,欧普康视,89.99,-0.64%,-0.58,4.70万,4.23亿,4.97%,92.50,88.00,91.06,90.57,0.65,1.08%,147.82,33.62
601107,四川成渝,3.10,-0.64%,-0.02,2.62万,811.35万,1.92%,3.12,3.06,3.11,3.12,0.78,0.12%,26.91,0.63
000626,远大控股,13.89,-0.64%,-0.09,5.32万,7397.10万,5.36%,14.27,13.52,14.00,13.98,0.70,1.15%,-108.24,2.76
300254,仟源医药,6.16,-0.65%,-0.04,2.87万,1768.99万,4.68%,6.31,6.02,6.20,6.20,1.04,1.49%,-8.51,1.70
002522,浙江众成,6.16,-0.65%,-0.04,9.62万,5889.95万,5.81%,6.26,5.90,6.18,6.20,0.98,1.12%,34.42,2.97
300622,博士眼镜,13.73,-0.65%,-0.09,2.37万,3256.61万,2.75%,13.97,13.59,13.82,13.82,0.76,2.27%,66.25,4.15
600428,中远海特,4.55,-0.66%,-0.03,57.81万,2.56亿,5.90%,4.58,4.31,4.42,4.58,0.71,2.69%,54.10,1.01
300100,双林股份,10.57,-0.66%,-0.07,11.13万,1.18亿,4.51%,10.80,10.32,10.72,10.64,0.52,2.92%,18.79,2.24
300097,智云股份,9.05,-0.66%,-0.06,7.61万,6806.43万,8.12%,9.22,8.48,9.00,9.11,1.11,3.50%,47.06,1.93
002741,光华科技,12.04,-0.66%,-0.08,2.48万,2990.23万,4.04%,12.27,11.78,12.05,12.12,0.61,0.78%,158.27,3.72
603305,旭升股份,34.52,-0.66%,-0.23,4.48万,1.55亿,4.98%,35.71,33.98,35.15,34.75,0.64,1.00%,50.12,4.79
300033,同花顺,128.87,-0.66%,-0.86,8.01万,10.23亿,4.04%,129.74,124.50,129.73,129.73,0.77,2.96%,67.30,16.14
